SEX,AGE,ISO,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
M,25-59,ME,15.9,16.7,14.4,13.9,14.3,16.5,NaN,NaN,NaN,NaN
M,25-59,MK,24.5,22.4,20.8,19.0,15.4,15.5,15.6,14.8,13.6,12.3
M,25-59,MT,4.2,3.7,3.0,3.1,2.9,3.8,3.0,3.1,3.0,2.6
M,25-59,NL,5.3,4.1,3.4,2.7,2.5,2.7,2.7,2.2,2.3,2.3
M,25-59,NO,3.9,4.6,3.9,3.4,3.2,3.8,3.5,2.3,2.7,2.9
M,25-59,PL,6.2,5.1,4.1,3.2,2.5,2.6,2.9,2.4,2.2,2.2
M,25-59,PT,11.2,10.1,7.5,5.6,5.2,5.8,5.3,5.0,5.0,5.0
M,25-59,RO,6.8,5.9,4.9,4.1,3.5,4.5,4.9,5.0,4.9,4.6
M,25-59,RS,15.7,14.2,12.5,11.5,9.4,8.2,9.6,8.3,8.1,7.6
M,25-59,SE,5.8,5.7,5.5,5.1,5.1,6.5,6.7,5.3,5.5,6.0
M,25-59,SI,7.3,6.9,5.5,4.4,3.6,3.9,3.7,3.2,2.8,2.5
M,25-59,SK,9.0,7.9,7.2,5.7,5.1,5.7,6.0,5.2,5.0,4.1
M,25-59,TR,8.0,8.4,8.1,8.3,10.9,11.0,9.5,7.9,6.7,6.2
M,25-64,AT,5.5,5.7,5.4,4.5,4.1,4.8,5.8,4.4,4.8,5.0
M,25-64,BA,NaN,NaN,NaN,NaN,NaN,NaN,12.4,11.0,9.6,8.9
M,25-64,BE,7.9,7.0,6.1,5.5,4.9,5.0,5.6,4.9,5.0,4.9
M,25-64,BG,9.1,7.7,6.0,5.4,4.3,5.0,5.0,4.1,4.1,4.1
M,25-64,CH,4.2,4.5,4.2,4.0,3.6,4.2,4.5,3.6,3.3,3.7
M,25-64,CY,13.7,11.8,9.9,6.9,5.9,6.9,6.5,5.1,5.0,4.2
M,25-64,CZ,3.8,3.0,2.0,1.5,1.6,2.0,2.1,1.6,1.9,1.9
M,25-64,DE,4.8,4.2,3.8,3.5,3.2,4.0,3.6,3.1,3.0,3.3
M,25-64,DK,5.1,4.5,4.6,4.0,4.0,4.3,4.2,3.5,3.9,4.4
M,25-64,EE,5.7,6.8,5.7,4.9,3.6,6.3,6.2,5.1,5.3,6.9
M,25-64,GR,20.5,18.6,16.7,14.4,13.1,12.8,10.5,8.4,7.6,7.3
M,25-64,ES,18.9,16.4,14.1,12.2,11.2,12.3,11.8,10.2,9.3,8.9
M,25-64,FI,8.1,7.6,7.5,6.4,5.8,6.3,7.2,6.4,6.9,8.1
M,25-64,FR,9.2,8.7,8.0,7.6,7.2,6.8,6.7,6.1,6.1,6.1
M,25-64,HR,13.0,10.5,8.7,6.4,5.3,6.2,6.1,5.1,4.7,4.2
M,25-64,HU,5.6,4.5,3.3,3.0,2.7,3.6,3.3,3.2,3.4,3.8
M,25-64,IE,9.4,7.8,6.1,4.8,4.2,4.6,5.3,3.6,3.6,3.5
M,25-64,IS,2.7,2.3,1.8,2.3,2.6,5.0,4.7,3.0,3.1,3.1
M,25-64,IT,9.7,9.4,9.1,8.5,8.0,7.4,7.6,6.2,6.0,5.1
M,25-64,LT,9.7,8.6,8.2,6.6,6.6,8.6,7.4,6.2,6.9,7.4
M,25-64,LU,5.0,5.0,4.6,4.5,4.6,5.2,3.9,3.5,4.1,5.0
M,25-64,LV,10.7,10.2,9.1,8.2,6.8,9.0,8.3,7.4,7.4,8.0
M,25-64,ME,15.5,16.2,13.9,13.4,13.5,15.9,NaN,NaN,NaN,NaN
M,25-64,MK,24.4,22.1,20.4,18.9,15.0,15.3,15.4,14.7,13.2,11.9
M,25-64,MT,4.4,3.6,3.0,3.3,2.9,3.7,3.1,3.0,2.9,2.7
M,25-64,NL,5.7,4.6,3.7,3.0,2.6,2.7,2.8,2.4,2.3,2.3
M,25-64,NO,3.7,4.4,3.7,3.2,3.1,3.7,3.4,2.3,2.6,2.8
M,25-64,PL,6.2,5.1,4.1,3.3,2.5,2.6,2.8,2.3,2.2,2.2
M,25-64,PT,11.4,10.3,7.6,5.7,5.3,5.9,5.5,5.0,5.1,5.0
M,25-64,RO,6.6,5.7,4.8,3.9,3.5,4.4,4.9,4.9,4.9,4.4
M,25-64,RS,15.3,13.8,12.1,11.2,9.1,7.9,9.4,8.2,8.0,7.5
M,25-64,SE,5.9,5.7,5.6,5.1,5.1,6.5,6.7,5.4,5.6,6.1
M,25-64,SI,7.4,7.0,5.5,4.4,3.8,3.9,3.7,3.4,3.0,2.7
M,25-64,SK,8.9,7.8,7.0,5.5,5.0,5.6,5.9,5.1,4.8,4.0
M,25-64,TR,8.0,8.3,8.0,8.2,10.8,10.9,9.4,7.8,6.6,6.1
M,25-74,AT,5.4,5.6,5.3,4.5,4.0,4.8,5.7,4.4,4.7,5.0
M,25-74,BA,NaN,NaN,NaN,NaN,NaN,NaN,12.3,10.9,9.5,8.9
M,25-74,BE,7.8,7.0,6.1,5.5,4.9,5.0,5.5,4.8,4.9,4.9
M,25-74,BG,9.0,7.6,5.9,5.3,4.2,5.0,4.9,4.0,4.0,4.0
M,25-74,CH,4.1,4.3,4.1,3.9,3.5,4.1,4.4,3.5,3.3,3.7
M,25-74,CY,13.4,11.6,9.7,6.7,5.8,6.7,6.2,4.9,4.9,4.1
M,25-74,CZ,3.7,2.9,2.0,1.5,1.5,1.9,2.0,1.6,1.9,1.9
M,25-74,DE,4.7,4.1,3.8,3.4,3.2,3.9,3.6,3.0,2.9,3.2
M,25-74,DK,4.9,4.4,4.4,3.8,3.9,4.2,4.2,3.4,3.9,4.4
M,25-74,EE,5.6,6.7,5.6,4.9,3.5,6.2,6.0,5.0,5.2,6.6
M,25-74,GR,20.4,18.5,16.7,14.3,13.0,12.7,10.4,8.5,7.6,7.3
M,25-74,ES,18.8,16.3,14.0,12.2,11.1,12.3,11.8,10.1,9.3,8.8
M,25-74,FI,7.9,7.4,7.3,6.2,5.7,6.1,7.0,6.2,6.8,7.9
M,25-74,FR,9.1,8.6,7.9,7.6,7.1,6.7,6.7,6.1,6.1,6.1
M,25-74,HR,12.9,10.4,8.7,6.3,5.2,6.2,6.0,5.1,4.6,4.1
M,25-74,HU,5.6,4.4,3.3,2.9,2.7,3.5,3.3,3.2,3.4,3.8
M,25-74,IE,9.1,7.6,6.0,4.6,4.0,4.5,5.2,3.6,3.5,3.3
M,25-74,IS,2.6,2.2,1.7,2.2,2.5,4.8,4.6,2.9,2.9,2.9
M,25-74,IT,9.5,9.2,8.9,8.4,7.9,7.2,7.5,6.1,5.8,5.0
M,25-74,LT,9.5,8.4,8.0,6.5,6.4,8.3,7.1,6.0,6.6,7.2
M,25-74,LU,5.0,5.0,4.6,4.4,4.6,5.2,3.9,3.6,4.1,5.0
M,25-74,LV,10.4,9.9,9.0,8.1,6.7,8.7,8.1,7.2,7.1,7.6
M,25-74,ME,15.3,16.1,13.7,13.1,13.3,15.6,NaN,NaN,NaN,NaN
M,25-74,MK,24.2,21.9,20.3,18.7,14.9,15.1,15.2,14.5,13.1,11.8
M,25-74,MT,4.3,3.6,2.9,3.2,2.8,3.6,3.0,2.9,2.9,2.7
M,25-74,NL,5.7,4.6,3.7,3.0,2.7,2.8,2.9,2.5,2.3,2.4
M,25-74,NO,3.6,4.3,3.6,3.1,3.0,3.6,3.3,2.2,2.5,2.8
M,25-74,PL,6.1,5.1,4.0,3.2,2.5,2.5,2.8,2.3,2.2,2.1
M,25-74,PT,11.0,9.9,7.4,5.6,5.1,5.7,5.4,4.8,5.0,4.9
M,25-74,RO,6.4,5.5,4.6,3.8,3.4,4.3,4.8,4.9,4.8,4.4
M,25-74,RS,14.9,13.2,11.6,10.7,8.6,7.5,9.1,7.9,7.8,7.2
M,25-74,SE,5.7,5.6,5.4,5.0,5.0,6.3,6.6,5.3,5.5,6.0
M,25-74,SI,7.3,6.9,5.4,4.3,3.8,3.9,3.7,3.4,3.0,2.8
M,25-74,SK,8.9,7.7,7.0,5.4,4.9,5.5,5.8,5.1,4.7,3.9
M,25-74,TR,7.9,8.2,7.9,8.1,10.6,10.7,9.2,7.7,6.5,6.1
M,30-34,AT,5.9,6.0,6.0,5.3,4.8,5.4,7.5,4.9,6.0,5.9
M,30-34,BA,NaN,NaN,NaN,NaN,NaN,NaN,13.2,10.7,9.5,10.1
M,30-34,BE,8.8,8.6,7.2,6.4,5.8,5.7,6.4,4.9,6.7,5.5
M,30-34,BG,9.9,8.0,5.3,6.7,5.9,6.7,5.4,4.6,5.3,4.2
M,30-34,CH,3.9,3.8,3.9,3.9,3.5,4.0,4.5,3.1,3.0,4.2
M,30-34,CY,12.6,12.0,11.6,7.5,6.5,7.6,6.8,6.8,5.8,3.5
M,30-34,CZ,4.8,3.3,1.8,1.9,2.0,3.0,2.1,1.4,2.4,1.9
M,30-34,DE,5.7,5.0,4.8,4.3,4.0,5.0,4.2,3.7,3.5,3.9
M,30-34,DK,6.7,5.7,4.8,4.4,4.7,4.3,4.3,4.8,4.9,5.4
M,30-34,EE,5.4,4.9,4.5,3.9,2.2,4.7,4.2,4.0,5.1,NaN
M,30-34,GR,25.4,21.9,20.6,15.7,16.0,14.8,10.4,9.8,11.8,8.5
M,30-34,ES,20.3,17.7,15.4,13.3,11.7,15.1,14.6,11.6,10.5,10.4
M,30-34,FI,7.3,6.3,7.8,6.5,6.0,6.5,7.8,4.9,6.7,8.5
M,30-34,FR,10.8,9.9,8.6,8.3,7.9,8.2,8.1,7.1,7.4,7.5
M,30-34,HR,17.4,12.8,10.3,7.6,8.8,10.0,9.1,8.5,6.1,4.2
M,30-34,HU,5.7,4.6,4.1,3.7,2.5,3.1,3.3,3.0,3.9,4.0
M,30-34,IE,9.5,8.2,6.8,5.2,4.3,5.4,5.7,4.1,4.3,4.4
M,30-34,IS,NaN,NaN,NaN,NaN,NaN,5.7,5.6,6.0,NaN,NaN
M,30-34,IT,12.7,13.1,12.0,11.1,11.1,10.4,10.0,7.4,7.9,7.1
M,30-34,LT,6.0,7.7,7.9,5.4,6.2,7.5,7.5,5.0,6.2,5.8
M,30-34,LU,3.8,5.5,4.3,5.2,2.5,4.3,2.8,3.7,NaN,NaN
M,30-34,LV,7.7,7.0,6.9,7.7,5.2,7.2,7.5,9.0,8.9,8.5
M,30-34,ME,18.5,21.1,17.8,17.5,23.3,19.7,NaN,NaN,NaN,NaN
M,30-34,MK,25.7,24.4,24.3,23.8,19.1,17.8,17.1,18.4,17.5,15.7
M,30-34,MT,5.0,NaN,3.6,4.3,4.6,3.6,3.2,3.3,3.5,3.0
M,30-34,NL,4.7,3.6,3.2,2.5,2.4,2.9,2.8,2.3,2.6,2.7
M,30-34,NO,5.5,6.1,4.3,4.0,3.4,4.7,4.3,2.9,3.5,3.2
M,30-34,PL,5.7,5.2,4.2,3.1,2.2,2.4,2.7,2.0,2.4,2.0
M,30-34,PT,10.5,9.2,7.4,5.4,4.4,7.3,9.4,7.5,6.2,5.6
M,30-34,RO,6.9,6.4,5.8,4.5,4.3,5.5,5.9,5.5,6.4,5.8
M,30-34,RS,19.4,16.7,15.0,13.0,10.2,9.6,9.9,10.4,7.8,9.2
M,30-34,SE,6.3,6.4,5.9,5.8,4.3,7.6,7.0,4.9,5.6,6.4
M,30-34,SI,8.4,7.8,5.3,5.3,3.4,4.4,4.9,4.3,3.8,2.7
M,30-34,SK,9.3,8.2,8.5,5.7,6.4,6.7,7.9,7.1,6.2,5.9
M,30-34,TR,7.3,8.0,7.7,8.1,11.2,11.5,10.0,8.4,6.9,6.6
M,30-54,AT,5.1,5.2,5.1,4.4,4.0,4.6,5.7,4.1,4.5,4.8
M,30-54,BA,NaN,NaN,NaN,NaN,NaN,NaN,11.2,9.8,8.5,8.2
M,30-54,BE,7.4,6.6,5.5,5.3,4.6,4.6,4.9,4.4,4.5,4.3
M,30-54,BG,8.7,6.9,5.4,5.0,4.0,5.0,4.6,3.7,4.0,4.2
M,30-54,CH,3.9,4.2,3.9,3.7,3.3,4.0,4.3,3.2,3.1,3.5
M,30-54,CY,11.6,9.9,8.9,6.0,5.3,6.1,5.2,4.0,4.0,3.2
M,30-54,CZ,3.3,2.6,1.9,1.3,1.3,1.9,2.0,1.5,1.8,1.8
M,30-54,DE,4.4,3.9,3.6,3.3,3.1,3.8,3.5,3.0,3.0,3.3
M,30-54,DK,4.8,4.0,4.0,3.3,3.3,3.3,3.4,3.1,3.6,4.0
M,30-54,EE,5.5,5.9,5.4,4.5,3.2,5.7,5.7,5.0,5.2,6.4
M,30-54,GR,18.9,16.8,15.4,13.3,11.9,11.3,9.2,7.4,7.0,6.4
M,30-54,ES,17.6,15.2,12.8,11.2,10.0,11.3,10.6,9.3,8.3,8.0
M,30-54,FI,7.3,6.8,6.8,5.5,4.8,5.3,6.4,5.2,5.8,7.0
M,30-54,FR,8.6,8.0,7.4,6.9,6.5,6.2,6.1,5.5,5.7,5.7
M,30-54,HR,12.3,9.2,7.9,6.1,5.6,6.1,5.8,5.2,4.6,3.5
M,30-54,HU,5.2,4.2,3.3,3.0,2.5,3.3,3.0,3.0,3.3,3.6
M,30-54,IE,8.7,7.3,5.8,4.3,3.8,4.0,4.8,3.2,3.1,3.1
M,30-54,IS,2.5,2.2,1.6,1.8,2.0,5.1,4.6,3.4,3.1,3.2
M,30-54,IT,9.1,8.8,8.5,7.9,7.6,7.0,7.0,5.9,5.8,5.0
M,30-54,LT,9.5,8.5,8.5,6.5,6.4,7.6,7.2,6.1,6.2,6.6
M,30-54,LU,4.7,4.9,4.4,4.2,3.9,4.5,3.5,3.4,3.5,4.8
M,30-54,LV,10.3,9.7,9.3,7.7,6.4,8.2,8.5,7.5,7.3,8.0
M,30-54,ME,14.6,15.9,13.5,13.1,13.9,15.2,NaN,NaN,NaN,NaN
M,30-54,MK,21.5,20.0,18.6,17.2,14.0,14.4,14.5,13.7,12.4,11.1
M,30-54,MT,3.8,3.2,2.5,3.3,2.8,3.6,2.5,2.5,2.4,2.2
M,30-54,NL,4.7,3.7,3.1,2.5,2.1,2.5,2.5,1.8,2.0,2.1
M,30-54,NO,3.7,4.3,3.8,3.3,3.1,3.6,3.5,2.2,2.5,2.9
M,30-54,PL,5.4,4.6,3.7,3.0,2.3,2.2,2.6,2.2,2.2,2.0
M,30-54,PT,10.1,8.9,6.8,5.1,4.6,4.8,4.7,4.4,4.5,4.3
M,30-54,RO,6.0,5.3,4.2,3.6,3.2,4.2,4.5,4.5,4.7,4.4
M,30-54,RS,14.2,13.2,11.3,10.4,8.5,7.3,9.0,8.0,7.2,7.0
M,30-54,SE,5.2,5.1,5.0,4.6,4.7,5.8,5.8,4.9,5.2,5.7
M,30-54,SI,6.4,6.0,4.9,3.7,3.4,3.7,3.4,2.9,2.5,2.4
M,30-54,SK,8.6,7.2,7.0,5.1,4.9,5.5,5.8,5.1,4.8,3.8
M,30-54,TR,7.3,7.6,7.2,7.4,9.9,10.0,8.5,6.8,5.8,5.5
M,30-64,AT,5.2,5.3,5.0,4.3,4.0,4.5,5.7,4.2,4.6,4.7
M,30-64,BA,NaN,NaN,NaN,NaN,NaN,NaN,11.1,9.9,8.6,8.2
M,30-64,BE,7.2,6.4,5.5,5.2,4.5,4.6,4.9,4.3,4.3,4.1
M,30-64,BG,8.8,7.2,5.6,5.1,4.0,4.9,4.7,3.8,3.9,4.0
M,30-64,CH,4.0,4.2,4.0,3.8,3.5,4.1,4.5,3.4,3.2,3.6
M,30-64,CY,12.7,10.7,9.0,6.1,5.5,6.1,5.3,4.2,4.2,3.1
M,30-64,CZ,3.4,2.8,1.9,1.4,1.5,1.9,2.0,1.5,1.9,1.8
M,30-64,DE,4.6,4.0,3.6,3.3,3.1,3.7,3.4,2.9,2.9,3.1
M,30-64,DK,4.7,4.0,3.9,3.3,3.3,3.6,3.6,3.1,3.4,4.0
M,30-64,EE,5.8,6.6,5.9,5.0,3.6,6.2,6.1,5.1,5.2,6.6
M,30-64,GR,18.8,17.3,15.7,13.3,12.0,11.3,9.1,7.3,6.5,6.1
M,30-64,ES,17.8,15.5,13.2,11.5,10.3,11.3,10.8,9.5,8.7,8.3
M,30-64,FI,7.7,7.1,7.2,6.0,5.6,6.0,6.8,6.2,6.6,7.6
M,30-64,FR,8.5,8.0,7.4,7.0,6.6,6.2,6.2,5.6,5.7,5.6
M,30-64,HR,12.3,9.5,7.8,5.8,5.0,5.7,5.4,5.0,4.4,3.3
M,30-64,HU,5.3,4.3,3.3,2.9,2.4,3.2,3.0,3.0,3.3,3.6
M,30-64,IE,8.7,7.2,5.8,4.4,3.8,4.1,4.9,3.3,3.1,3.1
M,30-64,IS,2.6,2.3,1.7,1.9,2.0,4.7,4.5,3.1,2.7,3.0
M,30-64,IT,8.5,8.4,8.0,7.6,7.2,6.5,6.7,5.6,5.4,4.7
M,30-64,LT,9.7,8.7,8.5,6.7,6.5,8.4,7.5,6.4,7.0,7.5
M,30-64,LU,4.8,5.0,4.2,4.2,4.0,4.6,3.9,3.5,3.7,4.5
M,30-64,LV,10.6,10.2,9.4,7.9,6.6,8.6,8.0,7.3,7.3,7.9
M,30-64,ME,14.1,14.7,12.4,11.9,12.4,14.2,NaN,NaN,NaN,NaN
M,30-64,MK,21.7,19.9,18.6,17.3,13.4,14.2,14.5,13.7,11.8,11.0
M,30-64,MT,4.2,3.3,2.5,3.3,2.5,3.5,2.6,2.5,2.6,2.4
M,30-64,NL,5.6,4.5,3.7,2.9,2.5,2.5,2.7,2.0,2.0,2.1
M,30-64,NO,3.3,3.9,3.5,3.0,2.9,3.3,3.1,2.0,2.3,2.6
M,30-64,PL,5.5,4.7,3.8,3.0,2.3,2.3,2.6,2.1,2.1,2.1
M,30-64,PT,10.9,9.7,7.2,5.4,4.9,5.2,5.1,4.4,4.6,4.5
M,30-64,RO,5.8,5.1,4.1,3.5,3.1,4.0,4.5,4.5,4.6,4.0
M,30-64,RS,13.8,12.4,10.8,10.1,8.1,6.9,8.7,7.8,7.3,7.0
M,30-64,SE,5.4,5.4,5.2,4.7,4.8,6.0,6.3,5.1,5.3,5.8
M,30-64,SI,6.7,6.3,5.3,4.0,3.6,3.7,3.5,3.2,2.7,2.6
M,30-64,SK,8.6,7.4,6.8,5.0,4.7,5.3,5.7,4.9,4.6,3.7
M,30-64,TR,7.4,7.5,7.3,7.5,9.9,9.8,8.4,6.8,5.8,5.5
M,30-74,AT,5.1,5.2,5.0,4.2,3.9,4.5,5.5,4.1,4.5,4.7
M,30-74,BA,NaN,NaN,NaN,NaN,NaN,NaN,11.1,9.8,8.6,8.2
M,30-74,BE,7.1,6.3,5.4,5.2,4.5,4.5,4.9,4.2,4.3,4.1
M,30-74,BG,8.7,7.1,5.6,5.1,4.0,4.8,4.6,3.8,3.9,3.9
M,30-74,CH,3.9,4.0,3.8,3.7,3.4,4.0,4.3,3.3,3.2,3.5
M,30-74,CY,12.4,10.5,8.8,5.9,5.3,5.9,5.0,4.1,4.1,3.0
M,30-74,CZ,3.4,2.8,1.9,1.4,1.4,1.8,1.9,1.5,1.8,1.7
M,30-74,DE,4.4,3.9,3.5,3.2,3.0,3.6,3.3,2.9,2.8,3.0
M,30-74,DK,4.5,3.9,3.8,3.2,3.2,3.4,3.6,3.1,3.4,3.9
M,30-74,EE,5.7,6.4,5.7,5.0,3.6,6.1,5.9,4.9,5.2,6.3
M,30-74,GR,18.7,17.2,15.7,13.2,11.9,11.3,9.1,7.4,6.5,6.0
M,30-74,ES,17.7,15.4,13.1,11.4,10.3,11.2,10.7,9.5,8.6,8.2
M,30-74,FI,7.4,6.9,7.0,5.8,5.5,5.8,6.6,6.0,6.5,7.4
M,30-74,FR,8.4,7.9,7.3,6.9,6.5,6.1,6.2,5.5,5.6,5.6
M,30-74,HR,12.1,9.4,7.7,5.7,5.0,5.7,5.4,5.0,4.3,3.3
M,30-74,HU,5.3,4.2,3.2,2.8,2.4,3.2,3.0,3.0,3.2,3.5
M,30-74,IE,8.4,7.1,5.6,4.3,3.6,3.9,4.8,3.2,3.0,3.0
M,30-74,IS,2.5,2.2,1.5,1.9,2.0,4.4,4.4,3.0,2.5,2.8
M,30-74,IT,8.4,8.2,7.8,7.4,7.0,6.4,6.6,5.5,5.3,4.5
M,30-74,LT,9.5,8.5,8.3,6.5,6.3,8.0,7.2,6.1,6.7,7.2
M,30-74,LU,4.8,5.0,4.3,4.2,4.0,4.6,3.8,3.6,3.8,4.5
M,30-74,LV,10.2,9.9,9.2,7.7,6.5,8.2,7.7,7.1,7.0,7.5
M,30-74,ME,13.8,14.6,12.2,11.6,12.1,13.9,NaN,NaN,NaN,NaN
M,30-74,MK,21.5,19.6,18.5,17.1,13.3,13.9,14.2,13.5,11.7,10.8
M,30-74,MT,4.2,3.3,2.4,3.2,2.4,3.5,2.5,2.5,2.5,2.3
M,30-74,NL,5.6,4.5,3.7,3.0,2.5,2.5,2.7,2.1,2.1,2.2
M,30-74,NO,3.2,3.8,3.4,2.9,2.8,3.2,3.0,1.9,2.2,2.6
M,30-74,PL,5.4,4.6,3.7,3.0,2.3,2.2,2.5,2.1,2.1,2.0
M,30-74,PT,10.5,9.3,7.0,5.2,4.8,5.0,4.9,4.3,4.5,4.4
M,30-74,RO,5.6,4.9,4.0,3.4,3.0,3.9,4.5,4.4,4.6,4.0
M,30-74,RS,13.4,11.9,10.4,9.7,7.7,6.6,8.4,7.6,7.1,6.7
M,30-74,SE,5.2,5.2,5.0,4.6,4.7,5.8,6.1,5.1,5.2,5.7
M,30-74,SI,6.6,6.2,5.2,3.9,3.6,3.6,3.5,3.2,2.8,2.8
M,30-74,SK,8.5,7.4,6.7,5.0,4.6,5.2,5.6,4.9,4.5,3.6
M,30-74,TR,7.3,7.4,7.1,7.4,9.7,9.6,8.3,6.8,5.7,5.5
M,35-39,AT,5.8,5.2,4.9,4.4,5.1,5.2,5.3,4.5,4.2,4.9
M,35-39,BA,NaN,NaN,NaN,NaN,NaN,NaN,11.0,10.7,7.8,8.0
M,35-39,BE,8.1,6.2,5.0,5.8,5.1,4.4,5.3,4.8,4.1,4.1
M,35-39,BG,8.4,7.1,5.6,5.2,4.3,5.5,4.7,3.9,4.3,5.8
M,35-39,CH,4.0,4.8,4.2,4.0,2.9,4.1,4.3,3.5,3.1,3.7
M,35-39,CY,10.7,8.2,9.0,6.2,4.1,5.4,6.8,4.4,4.5,3.0
M,35-39,CZ,3.1,2.6,2.0,1.1,1.4,2.4,2.3,1.4,1.7,1.9
M,35-39,DE,4.8,4.4,4.0,3.8,3.5,4.4,3.7,3.3,3.4,3.8
M,35-39,DK,3.9,4.1,4.5,3.1,3.2,3.0,3.6,3.3,5.0,4.8
M,35-39,EE,6.4,4.7,6.4,5.0,2.7,7.0,4.7,7.1,3.9,6.5
M,35-39,GR,18.5,16.6,15.4,14.3,11.6,11.6,12.0,8.9,7.9,7.5
M,35-39,ES,17.1,14.5,12.2,11.1,9.7,11.8,11.2,9.9,8.8,7.7
M,35-39,FI,6.4,6.5,6.1,5.6,4.9,5.6,6.1,4.2,5.0,7.3
M,35-39,FR,9.1,8.4,8.1,7.1,6.8,6.1,6.4,5.5,5.9,5.4
M,35-39,HR,10.6,7.8,8.5,7.5,5.3,5.8,5.8,6.8,5.3,2.9
M,35-39,HU,4.7,4.5,3.4,3.6,2.5,3.7,3.4,3.3,3.1,3.4
M,35-39,IE,7.6,7.2,5.9,4.2,3.3,4.0,4.9,3.6,3.7,3.4
M,35-39,IS,NaN,NaN,NaN,NaN,NaN,8.3,NaN,NaN,NaN,3.7
M,35-39,IT,9.5,9.3,8.7,8.2,8.2,7.7,7.3,6.7,6.5,5.7
M,35-39,LT,10.8,7.8,7.0,5.4,5.6,6.6,5.9,6.1,4.6,5.8
M,35-39,LU,3.7,4.5,5.4,5.1,4.4,4.1,2.7,4.6,NaN,NaN
M,35-39,LV,9.4,9.4,9.6,6.4,5.7,8.4,7.9,6.2,7.4,7.4
M,35-39,ME,15.0,17.0,15.4,14.5,13.7,14.4,NaN,NaN,NaN,NaN
M,35-39,MK,23.1,20.6,17.7,12.4,12.4,13.6,14.8,12.5,13.4,9.7
M,35-39,MT,3.1,3.8,1.9,2.7,NaN,4.4,2.0,NaN,NaN,2.1
M,35-39,NL,4.2,3.4,2.6,2.4,1.9,3.0,2.0,1.9,2.0,2.1
M,35-39,NO,4.9,6.0,5.1,4.1,3.5,3.6,3.9,NaN,3.3,3.6
M,35-39,PL,5.0,4.6,3.9,3.2,2.6,2.2,2.8,2.3,2.2,2.3
M,35-39,PT,9.6,7.3,6.3,4.6,3.9,5.0,4.6,5.0,5.2,4.7
M,35-39,RO,5.9,5.5,3.7,3.8,2.9,4.1,4.5,4.8,5.1,4.7
M,35-39,RS,15.1,14.6,11.4,11.3,9.5,7.5,10.3,8.0,7.1,7.8
M,35-39,SE,5.2,4.7,5.4,4.7,5.2,6.0,5.0,4.4,4.9,5.7
M,35-39,SI,5.3,5.4,4.9,3.8,3.5,3.6,4.1,2.8,1.8,2.5
M,35-39,SK,7.9,7.1,6.6,4.7,5.4,6.7,5.8,5.7,5.5,3.8
M,35-39,TR,6.9,7.1,7.0,7.0,9.5,9.6,7.8,6.4,5.7,5.1
M,40-44,AT,4.5,5.5,5.4,3.9,3.9,4.5,5.6,3.8,3.9,4.5
M,40-44,BA,NaN,NaN,NaN,NaN,NaN,NaN,9.8,9.1,8.6,7.4
M,40-44,BE,7.3,6.8,5.5,5.4,4.5,4.7,4.8,4.3,3.8,4.7
M,40-44,BG,8.1,6.2,5.1,4.0,3.7,5.0,4.9,3.0,3.5,3.5
M,40-44,CH,3.7,4.2,2.6,3.2,2.9,3.9,3.8,3.2,3.4,3.5
M,40-44,CY,9.9,8.5,8.8,5.2,5.3,5.2,3.9,2.1,2.8,3.9
M,40-44,CZ,2.3,2.1,1.7,1.1,1.0,1.6,2.2,1.7,1.8,1.9
M,40-44,DE,3.9,3.8,3.4,3.2,3.0,3.6,3.7,2.9,2.9,3.2
M,40-44,DK,4.7,3.2,3.2,3.3,2.7,3.3,2.8,3.0,2.5,3.7
M,40-44,EE,5.7,5.5,NaN,3.2,3.4,5.0,6.2,3.9,5.0,7.3
M,40-44,GR,17.2,13.8,13.9,11.6,10.9,10.7,9.1,6.9,6.6,6.4
M,40-44,ES,15.7,14.2,11.2,9.6,9.2,9.9,9.4,8.1,7.7,7.4
M,40-44,FI,7.5,6.5,6.0,4.7,3.7,4.5,5.4,5.3,4.7,6.8
M,40-44,FR,7.6,7.3,7.1,7.1,6.5,6.2,5.4,6.0,5.7,5.8
M,40-44,HR,10.6,7.2,8.4,5.9,5.4,5.4,4.7,3.2,3.7,4.1
M,40-44,HU,4.5,3.7,2.8,2.6,2.5,3.3,2.9,2.7,3.0,3.5
M,40-44,IE,9.3,7.0,5.6,4.1,3.7,3.5,3.8,2.9,3.0,2.9
M,40-44,IS,NaN,NaN,NaN,NaN,NaN,4.8,6.2,NaN,3.9,NaN
M,40-44,IT,8.4,7.9,7.9,7.2,6.8,5.9,7.0,5.8,5.5,4.9
M,40-44,LT,10.3,8.2,8.2,8.2,7.1,7.4,5.4,6.3,7.7,8.1
M,40-44,LU,5.7,4.6,3.6,3.3,4.7,5.5,4.5,NaN,NaN,NaN
M,40-44,LV,11.0,9.7,9.4,6.9,8.0,7.6,8.9,6.8,6.2,7.3
M,40-44,ME,13.9,16.2,15.7,12.1,8.1,14.0,NaN,NaN,NaN,NaN
M,40-44,MK,19.4,20.0,18.6,16.2,12.2,11.8,12.4,11.6,11.5,12.5
M,40-44,MT,4.2,2.5,NaN,2.1,NaN,3.6,3.1,3.8,NaN,2.1
M,40-44,NL,4.6,3.7,3.5,2.5,2.4,2.8,2.7,2.1,2.0,2.2
